0E+00 7.320508075688773E-01
5.729577951308233E-03 7.320508066757133E-01
1.1459155902616466E-02 7.320508039962212E-01
1.71887338539247E-02 7.320507995304013E-01
2.2918311805232933E-02 7.320507932782528E-01
2.864788975654116E-02 7.320507852397757E-01
3.43774677078494E-02 7.320507754149698E-01
4.010704565915763E-02 7.320507638038343E-01
4.5836623610465865E-02 7.32050750406369E-01
5.15662015617741E-02 7.32050735222573E-01
5.729577951308234E-02 7.320507182524459E-01
6.302535746439057E-02 7.320506994959869E-01
6.87549354156988E-02 7.320506789531949E-01
7.448451336700704E-02 7.320506566240692E-01
8.021409131831526E-02 7.320506325086084E-01
8.59436692696235E-02 7.32050606606812E-01
9.167324722093174E-02 7.320505789186784E-01
9.740282517223998E-02 7.320505494442066E-01
1.0313240312354822E-01 7.320505181833948E-01
1.0886198107485645E-01 7.320504851362423E-01
1.1459155902616468E-01 7.320504503027472E-01
1.203211369774729E-01 7.320504136829078E-01
1.2605071492878112E-01 7.320503752767226E-01
1.3178029288008933E-01 7.320503350841898E-01
1.3750987083139757E-01 7.320502931053077E-01
1.4323944878270578E-01 7.320502493400742E-01
1.4896902673401402E-01 7.320502037884874E-01
1.5469860468532223E-01 7.320501564505454E-01
1.6042818263663047E-01 7.320501073262459E-01
1.6615776058793869E-01 7.320500564155866E-01
1.718873385392469E-01 7.320500037185652E-01
1.776169164905551E-01 7.320499492351797E-01
1.8334649444186335E-01 7.32049892965427E-01
1.8907607239317156E-01 7.320498349093049E-01
1.948056503444798E-01 7.320497750668108E-01
2.0053522829578802E-01 7.320497134379418E-01
2.0626480624709623E-01 7.320496500226954E-01
2.1199438419840447E-01 7.320495848210684E-01
2.1772396214971268E-01 7.320495178330579E-01
2.234535401010209E-01 7.320494490586613E-01
2.2918311805232913E-01 7.320493784978749E-01
2.3491269600363737E-01 7.320493061506955E-01
2.4064227395494564E-01 7.320492320171204E-01
2.4637185190625388E-01 7.320491560971456E-01
2.521014298575621E-01 7.32049078390768E-01
2.578310078088704E-01 7.320489988979842E-01
2.6356058576017866E-01 7.320489176187903E-01
2.692901637114869E-01 7.320488345531827E-01
2.7501974166279514E-01 7.320487497011576E-01
2.807493196141034E-01 7.320486630627112E-01
2.864788975654116E-01 7.320485746378397E-01
2.9220847551671986E-01 7.320484844265389E-01
2.9793805346802815E-01 7.320483924288047E-01
3.036676314193364E-01 7.320482986446329E-01
3.0939720937064463E-01 7.320482030740195E-01
3.151267873219529E-01 7.3204810571696E-01
3.2085636527326106E-01 7.320480065734499E-01
3.265859432245693E-01 7.32047905643485E-01
3.3231552117587765E-01 7.320478029270603E-01
3.380450991271859E-01 7.320476984241714E-01
3.4377467707849413E-01 7.320475921348135E-01
3.495042550298023E-01 7.320474840589819E-01
3.5523383298111055E-01 7.320473741966714E-01
3.609634109324188E-01 7.320472625478774E-01
3.6669298888372703E-01 7.320471491125945E-01
3.724225668350354E-01 7.320470338908178E-01
3.781521447863436E-01 7.32046916882542E-01
3.838817227376518E-01 7.320467980877617E-01
3.8961130068896005E-01 7.320466775064717E-01
3.953408786402683E-01 7.320465551386662E-01
4.0107045659157653E-01 7.320464309843401E-01
4.0680003454288477E-01 7.320463050434873E-01
4.1252961249419307E-01 7.320461773161021E-01
4.182591904455013E-01 7.320460478021793E-01
4.2398876839680955E-01 7.320459165017127E-01
